satellite_name,norad_id,horizon_h,future_x_km,future_y_km,future_z_km,vel_x_km_s,vel_y_km_s,vel_z_km_s,altitude_km,velocity_mag_km_s,sgp4_risk_score
COSMOS 1110,11425,12,5348.8176,-1344.8262,-4576.0485,4.950903,1.504192,5.362086,795.4933615142945,7.451577038430791,0.0010397800796757117
COSMOS 1110,11425,24,6776.4578,489.0892,2230.7051,-2.396767,1.996845,6.788317,779.9183888437356,7.470818542757079,0.0010447355341675307
COSMOS 1125,11510,1,-2831.7511,4685.7312,-4608.8379,0.019123,-5.219121,-5.33318,785.5548946040417,7.462063964760018,0.0010426894049798076
COSMOS 1125,11510,6,-2789.1098,5110.6634,-4160.2382,-0.262234,-4.786279,-5.720823,784.80853190573,7.463581521891886,0.0010430102326821466
COSMOS 1125,11510,12,2525.5791,-2169.251,6329.6783,-1.171551,6.822608,2.789654,780.8547994802502,7.463422881425184,0.001043564654300249
COSMOS 1125,11510,24,344.0317,4610.6689,5446.9402,-2.784615,5.379509,-4.376203,773.6331647193856,7.472907765824158,0.0010459470197470475
COSMOS 1130,11538,1,2030.2168,1125.4362,-7465.2591,-5.426605,4.558501,-0.828078,1446.830922027253,7.13538270642227,0.0009127061940311167
COSMOS 1130,11538,6,2328.2452,-4108.6735,6192.9849,5.325099,-2.799112,-3.891208,1417.1310731492767,7.164719607047368,0.0009199536499518849
COSMOS 1130,11538,12,5925.3253,-4993.9671,657.7973,1.726549,1.137446,-6.875636,1406.010003503262,7.179771950195424,0.0009232046695273886
COSMOS 1130,11538,24,726.3209,2177.9069,-7483.7903,-5.602894,4.349934,0.68301,1457.022596366116,7.126068315676745,0.0009103280206402025
COSMOS 1131,11539,1,-5516.0061,-3212.0864,-4488.1466,-2.152021,-4.039168,5.502374,1432.0303241364973,7.156968083800639,0.0009172036742779988
COSMOS 1131,11539,6,5776.8314,5273.4065,-399.8155,-1.602651,1.197221,-6.846766,1461.0144006703958,7.13302411389433,0.0009107521703846415
COSMOS 1131,11539,12,2527.119,4456.7062,-5890.5303,-5.032998,-2.794882,-4.243049,1435.85005674488,7.151636111990668,0.0009160719188928027
COSMOS 1131,11539,24,-5819.9468,-3543.3193,-3809.0042,-1.673252,-3.659219,5.916284,1435.1133358541729,7.154863542662502,0.0009165718245211196
COSMOS 1132,11540,1,3053.3386,-1813.3982,6958.112,-2.137683,6.305493,2.602347,1440.9531643857927,7.148506171917808,0.0009150728404910826
COSMOS 1132,11540,6,-952.4111,-2867.5305,-7226.4667,3.380669,-5.966058,1.949738,1461.7287095904421,7.129112793017726,0.0009101697578634117
COSMOS 1132,11540,12,2028.5493,-6757.5794,-3354.6153,2.923925,-2.160324,6.16005,1441.3834660639213,7.15280037419618,0.0009155721048854178
COSMOS 1132,11540,24,3002.2481,-1849.3425,6971.6893,-2.008634,6.358897,2.573151,1441.6828319082779,7.1478169864208185,0.0009148991633485954
COSMOS 1133,11541,1,4221.6737,-1143.3179,-6537.9189,5.866798,2.053975,3.438273,1495.0084027865942,7.103509927912961,0.000903064116407057
COSMOS 1133,11541,6,-7310.841,-477.3489,2753.3789,-2.28291,-2.252628,-6.383169,1455.7077028963731,7.14358855597416,0.0009127194763298218
COSMOS 1133,11541,12,-6923.9238,-2060.0244,-3068.9328,3.134122,-1.288645,-6.265628,1477.743201794644,7.123301262848076,0.0009075722163032812
COSMOS 1133,11541,24,3504.3448,-1448.1422,-6892.464,6.267581,1.798475,2.815426,1495.613521713386,7.102373369421097,0.0009028501717819444
COSMOS 1134,11542,1,-19.3903,-7702.0593,-1437.4132,2.001592,1.249155,-6.738995,1464.0654210405173,7.140084898550857,0.0009112986956530906
COSMOS 1134,11542,6,-1261.7797,5418.4833,5546.1198,-1.642346,-5.146001,4.635151,1484.666370185474,7.117812267018427,0.0009060736456467376
COSMOS 1134,11542,12,-2164.3088,5.3637,7539.2759,-0.436097,-7.110729,-0.133637,1472.7836818308506,7.125342542826906,0.0009084063038775376
COSMOS 1134,11542,24,-655.2054,-7805.4184,151.646,1.946902,-0.298803,-6.863979,1463.3376889539113,7.141002614679118,0.0009115004864734939
COSMOS 1135,11543,1,-3929.7218,-1219.5913,6685.9385,6.035774,-2.045148,3.185033,1479.5980657662758,7.124439159124668,0.0009075027277465478
COSMOS 1135,11543,6,-541.2465,2287.2518,-7491.3309,-6.988377,1.08295,0.846721,1480.4016088632416,7.122298101629136,0.0009071371528860478
COSMOS 1135,11543,12,-5547.7238,2529.7447,-4936.9016,-4.863698,-0.55773,5.185992,1474.3709291751838,7.131699237360476,0.0009090327661677892
COSMOS 1135,11543,24,-5884.6843,-291.4375,5184.48,4.500363,-2.393751,4.983732,1477.138505242675,7.128877585538554,0.0009083526725192676
COSMOS 1136,11544,1,-1812.4189,-6511.6212,3998.7568,3.121934,2.715883,5.805013,1482.4151085316307,7.128861641259002,0.0009077403324210504
COSMOS 1136,11544,6,-403.3931,3747.8058,-6920.18,-3.518295,-5.504857,-2.781757,1509.2072015931954,7.100705761015803,0.0009010810984234278
COSMOS 1136,11544,12,-2835.2806,-1066.746,-7274.9856,-2.488032,-6.369953,1.908138,1509.4935498647365,7.099830637576997,0.0009009373071181387
COSMOS 1136,11544,24,-3261.6988,-7096.3837,898.4606,2.126397,-0.097127,6.79785,1490.5883973469063,7.123325240239843,0.0009060923671155044
COSMOS 1137,11545,1,-5897.2992,1372.7895,-5007.0984,3.549381,-3.439662,-5.136657,1486.0810898776817,7.1284377876961225,0.0009072628506888806
COSMOS 1137,11545,6,2975.9699,810.286,7249.0661,-5.805426,3.598184,1.961787,1506.9387894087631,7.106230180109633,0.0009020418119601757
COSMOS 1137,11545,12,-1651.7691,3123.2466,7026.8786,-6.202381,2.397071,-2.540293,1494.1149605879464,7.118185722081927,0.0009050326356005122
COSMOS 1137,11545,24,-7004.6243,3351.1697,-1179.5572,0.070574,-2.234048,-6.774891,1483.0725187905173,7.134080124140813,0.0009083287819246443
COSMOS 1140,11573,1,-1035.606,1960.5365,-6787.0618,-7.387491,-0.157451,1.085798,769.0553941890039,7.468518687751005,0.00104600290549977
COSMOS 1140,11573,6,-746.5909,1969.9484,-6822.3189,-7.42433,-0.028066,0.808725,769.1771577407371,7.468299657544614,0.0010459543919646526
COSMOS 1140,11573,12,4526.3479,-1668.9084,5279.2996,5.772862,1.10732,-4.593447,780.5092690973379,7.460016661861621,0.0010431387810818321
COSMOS 1140,11573,24,6878.9512,201.7855,-1941.2,-2.010794,2.070192,-6.885302,779.4506459377571,7.465679544321736,0.0010440851792415439
COSMOS 1141,11585,1,-2004.6756,-1473.7093,-6905.2959,-3.623393,-5.978037,2.335952,968.8674939469211,7.370384993480462,0.0010041577725427206
COSMOS 1141,11585,6,1337.3569,3420.9005,-6367.7695,-3.938222,-5.105649,-3.549163,980.1612765608752,7.3602854722526905,0.0010012411910647243
COSMOS 1141,11585,12,-2658.932,-4993.1373,4692.3488,3.214039,3.536737,5.603634,978.794333050193,7.364731448372439,0.0010020323174561602
COSMOS 1141,11585,24,-4166.3322,-6037.2717,-320.1164,0.559107,-0.784555,7.312713,971.305366158962,7.375899850583859,0.0010045754681601415
METEOR 2-5,11605,1,-1075.7742,-296.0829,-7176.4706,2.618211,-6.913968,-0.106988,891.6913390094169,7.393877790286298,0.0010180630630097485
METEOR 2-5,11605,6,-2048.1399,2594.44,-6465.8926,1.892075,-6.406767,-3.17515,890.8016413495334,7.396498409410631,0.001018548670800111
METEOR 2-5,11605,12,1832.5615,-1941.1536,6719.8385,-2.077719,6.682601,2.489325,859.6699839058792,7.4277056567817095,0.00102724998835715
METEOR 2-5,11605,24,1363.7351,-546.8081,7078.7831,-2.365405,6.970949,0.991845,858.6571632438572,7.427854823477031,0.0010274145309740034
COSMOS 1150,11667,1,-5296.3954,-4722.4172,-2019.3357,-0.844984,-2.007512,7.015753,1006.719506276414,7.3460800803836195,0.0009957114897271606
COSMOS 1150,11667,6,-2746.6659,-1469.4787,-6706.7838,-4.592439,-4.87525,2.959243,1023.8962234718983,7.322272711683852,0.0009901792385459672
COSMOS 1150,11667,12,592.9525,-677.4545,7276.9832,5.367268,5.069805,0.033129,961.4635532615321,7.383196194907054,0.0010069189081237172
COSMOS 1150,11667,24,-3677.2064,-4234.9921,4743.8103,3.99008,2.789001,5.539897,974.7975167880486,7.374938898391633,0.0010039670820679422
COSMOS 1153,11680,1,-3069.2266,-3109.4387,5921.7818,5.169653,3.066594,4.246052,988.0937375478843,7.359230155929967,0.0010000185373888345
COSMOS 1153,11680,6,-5958.109,-4336.3259,524.2351,0.970434,-0.411962,7.260318,1016.6659106218267,7.336461837897339,0.0009930689783019468
COSMOS 1153,11680,12,5815.2442,3756.527,2430.143,1.528531,2.133121,-6.904084,966.1762421119229,7.385999465045878,0.001006654225184579
COSMOS 1153,11680,24,2697.7524,864.146,6764.0494,5.426679,4.207986,-2.712254,962.2789805558414,7.38324541822585,0.0010068136556378796
COSMOS 1156,11691,1,-2401.4076,7148.9058,-1921.3359,-2.466629,0.945066,6.669196,1411.3610966878305,7.173254746237094,0.0009217324481756608
COSMOS 1156,11691,6,3587.3659,-6044.4909,-3504.6106,0.335477,3.717597,-6.047384,1483.1301108587431,7.106611394708029,0.0009048247602726582
COSMOS 1156,11691,12,2564.4002,-701.5061,-7366.5241,-2.262037,6.610125,-1.382033,1460.5985922401596,7.121838183929975,0.0009093722182067092
COSMOS 1156,11691,24,-2850.2569,7237.3846,14.9565,-1.829707,-0.744467,6.900158,1407.4268294563917,7.177342073839173,0.0009227241229112101
COSMOS 1157,11692,1,4368.0188,4282.6713,-4885.4226,-4.716552,-1.105703,-5.235222,1457.6790508736458,7.132740797351114,0.0009111039999213063
COSMOS 1157,11692,6,-51.9489,-2497.8967,7386.0456,6.222634,3.344843,1.149976,1426.1697568644395,7.157624843003509,0.0009179773002507877
COSMOS 1157,11692,12,5093.8548,1084.4945,5790.8815,4.139979,3.898722,-4.364225,1417.3113439984882,7.168397254920378,0.0009204045573299014
COSMOS 1157,11692,24,3815.8658,4024.9045,-5531.835,-5.187119,-1.443436,-4.670452,1462.382826401049,7.127610601776797,0.0009099019873961005
COSMOS 1158,11693,1,-4776.0713,5696.4054,-2430.9639,-0.21414,-2.964859,-6.498474,1450.0918053003343,7.146076487007188,0.0009136929555237174
COSMOS 1158,11693,6,3863.407,-2410.0964,6393.0774,-2.543099,5.567442,3.630256,1477.9436835368315,7.116355919478803,0.0009066641584402456
COSMOS 1158,11693,12,634.5832,2798.8503,7297.4711,-4.262301,5.437652,-1.726627,1470.5140945398762,7.121552491194177,0.0009081858943737644
COSMOS 1158,11693,24,-4643.1553,5842.1603,-2340.0476,-0.334534,-2.891526,-6.526685,1449.8408039724181,7.146359401475482,0.0009137584539306376
COSMOS 1159,11694,1,3357.5559,4543.4897,5417.8582,-4.905408,-2.05543,4.765951,1456.4943469119244,7.14157609115558,0.000912370648210439
COSMOS 1159,11694,6,548.8648,-2280.5065,-7493.176,5.760551,4.098366,-0.812497,1480.7290472989007,7.116228148996209,0.0009063262507057966
COSMOS 1159,11694,12,4862.7768,1525.3457,-5958.4354,3.771457,4.347149,4.206955,1469.677912470317,7.128819166108437,0.0009092095410232712
COSMOS 1159,11694,24,4224.9339,4734.8136,4582.894,-4.428143,-1.320726,5.446357,1456.6077891875866,7.142518615094678,0.0009124778358160415
COSMOS 1160,11695,1,3984.1769,-1186.6566,-6666.6499,-3.880586,5.021271,-3.223413,1485.5921585625902,7.117759586232594,0.0009059601723726016
COSMOS 1160,11695,6,-789.8184,-2221.4737,7478.4764,5.241993,-4.755234,-0.865222,1470.3243632773665,7.130171815327383,0.0009093070870425325
COSMOS 1160,11695,12,3302.7969,-5201.029,4849.3576,4.327485,-2.151708,-5.248705,1469.6274719673029,7.134835521545959,0.0009099827210328803
COSMOS 1160,11695,24,4979.6659,-2830.9098,-5373.3164,-2.587951,4.563954,-4.816386,1482.8940600104734,7.1221303409522765,0.0009068279106559248
COSMOS 1161,11696,1,-3614.1533,-6947.4087,-564.0203,1.51699,-1.347803,6.838007,1480.5419262428113,7.132753417787412,0.0009084525669979628
COSMOS 1161,11696,6,2135.0586,6625.4851,-3680.9968,-3.078955,-2.336828,-5.9681,1503.3422250602116,7.110481460745748,0.0009029937050635843
COSMOS 1161,11696,12,-550.5319,3393.2463,-7072.572,-3.628066,-5.629812,-2.402873,1492.7446881600436,7.115577609008914,0.0009048586762642995
COSMOS 1161,11696,24,-4104.8951,-5530.3116,-3768.8421,-0.140462,-3.94337,5.940406,1480.0305660996491,7.1315019438530625,0.0009083523346153466
COSMOS 1162,11697,1,-4280.4798,-770.5153,-6591.3119,5.664777,-2.581903,-3.39525,1525.9357163917539,7.091096115808754,0.0008979554058024925
COSMOS 1162,11697,6,369.0455,2139.1654,7536.5606,-6.881341,1.886777,-0.202197,1471.9566406489694,7.138183594782289,0.0009101393673128399
COSMOS 1162,11697,12,-4390.4074,2991.7147,5776.3355,-5.608795,0.310516,-4.401593,1477.0625502560251,7.136457277664458,0.000909327267967767
COSMOS 1162,11697,24,-7038.4152,1113.0025,-3373.9467,2.501688,-2.585949,-6.128263,1513.261501690452,7.106418400088331,0.0009013423005521386
COSMOS 1163,11698,1,2459.4081,-5248.1141,-5301.759,0.514308,5.17791,-4.883653,1483.9371928135379,7.136198659746868,0.0009084985003159233
COSMOS 1163,11698,6,-2430.4441,1796.2791,7311.9228,0.615938,-6.805374,1.860039,1540.8829719278247,7.081824622315989,0.0008950871300097628
COSMOS 1163,11698,12,-1599.9157,-2922.7701,7160.3943,1.728387,-6.489107,-2.289253,1526.693450371,7.094822800974454,0.0008983411227035115
COSMOS 1163,11698,24,1210.4845,-7769.7915,-92.4321,1.923988,0.400449,-6.855261,1493.0623326193772,7.131387845564564,0.0009068325687074288
COSMOS 1168,11735,1,5575.3038,-4393.2389,2030.2482,-1.007719,1.986825,6.991822,1011.8496021773935,7.338156856000695,0.0009939464097760413
COSMOS 1168,11735,6,4414.5936,-4404.682,-3963.9753,3.510572,-1.996323,6.116835,1018.3815947814637,7.3297402208221545,0.0009919287733087937
COSMOS 1168,11735,12,-2630.6558,3239.0833,6032.1268,-4.969538,3.591014,-4.109199,963.7504588561678,7.3808675576276945,0.001006287480266741
COSMOS 1168,11735,24,1744.5034,-345.4198,7132.6648,-5.316749,4.864721,1.506121,980.0212963915865,7.362182475562732,0.0010015183168053973
COSMOS 1171,11750,1,-932.6494,-7294.3741,-4.5775,2.988786,-0.396828,6.725646,982.757499916449,7.370524291574922,0.0010022800305365882
COSMOS 1171,11750,6,-2924.0804,-4365.7409,-5137.5828,1.154569,-5.858558,4.321754,977.7887994180919,7.371111792100361,0.0010030376424321839
COSMOS 1171,11750,12,3171.2384,1641.4311,6455.6108,0.192483,7.091032,-1.885869,1006.3951938850623,7.3400467583983415,0.0009949374495326375
COSMOS 1171,11750,24,1918.6711,-4163.7525,5766.709,2.581836,5.952712,3.456548,996.025611596071,7.351760426057422,0.0009979279038320947
COSMOS 1174,11765,1,5598.6703,4672.424,702.6085,-2.560028,1.705566,6.564684,955.0025845033888,7.249674114123751,0.000989581157049945
COSMOS 1174,11765,6,4970.8933,4875.6106,2084.5675,-3.7178,0.680742,6.255275,897.2033945723824,7.308482184160334,0.0010055417807402075
COSMOS 1174,11765,12,631.0313,-3099.348,-6479.6862,6.190539,3.682432,-1.517586,839.4432441531726,7.361123950358465,0.0010208975649766713
COSMOS 1174,11765,24,6183.7722,3956.5344,-602.2397,-1.280964,2.65893,6.577048,994.8601491022282,7.208906845597326,0.0009786917888301163
COSMOS 1176,11788,1,-6640.1948,1747.8167,-2388.7329,-2.981594,-2.669046,6.248108,899.0134158258843,7.419741431520103,0.0010205952873990963
COSMOS 1176,11788,6,-3686.1453,2978.6886,-5497.5465,-6.365061,-1.078298,3.672714,887.324219001539,7.427351899319231,0.0010232874249231241
COSMOS 1176,11788,12,2969.0807,-3144.1903,5923.0991,6.677948,0.652548,-3.000705,962.7900020485586,7.350172710898227,0.0010022338666426352
COSMOS 1176,11788,24,1398.61,-3243.7876,6426.0083,7.158743,-0.205378,-1.653012,961.9291962818415,7.3499816418190465,0.001002325461637602
COSMOS 1181,11803,1,-1139.5626,-7265.5719,79.7146,0.909861,-0.041218,7.312187,983.8278274097975,7.36869219643581,0.0010018850705076118
COSMOS 1181,11803,6,-1442.7424,-4635.2405,-5548.9898,-0.301024,-5.58169,4.765761,1001.8046173828625,7.345635208325894,0.0009963149153589515
COSMOS 1181,11803,12,1206.289,2022.8858,6958.3839,0.876772,6.989406,-2.164738,975.176325895115,7.3693022723636465,0.0010031480249646353
COSMOS 1181,11803,24,132.7803,-3828.5762,6261.052,1.524816,6.17385,3.738718,969.0543917588602,7.376957363295521,0.0010050276155416633
OPS 1292,11852,1,3971.1901,6436.1773,1467.6633,-0.000596,-1.610153,7.013439,1332.8149386872092,7.195896027969415,0.0009340691703058553
OPS 1292,11852,6,-1841.7637,-1463.0798,-7347.1564,3.265585,6.063857,-2.025589,1343.4930613661636,7.178956602849399,0.0009305804731099303
OPS 1292,11852,12,2876.3642,5897.2876,-4049.076,2.512693,2.929979,6.063807,1339.1548948079762,7.188056648770862,0.0009322843375833221
OPS 1292,11852,24,-1103.0458,-3505.2556,6764.0698,-3.501606,-5.333987,-3.3263,1326.8027460763797,7.19561905505044,0.0009347627228715485
COSMOS 1190,11869,1,-3246.9826,3765.9603,-5143.926,-5.448965,1.799774,4.770472,783.3921949635142,7.462426490430911,0.0010430552710940621
COSMOS 1190,11869,6,-2807.1639,3639.3946,-5483.5574,-5.680989,2.136894,4.339062,784.0516402795529,7.461059644929867,0.0010427681056734287
COSMOS 1190,11869,12,5187.1729,-4222.9642,2562.7484,3.371919,0.084295,-6.650844,791.9511160330148,7.457256151019758,0.0010410871204087925
COSMOS 1190,11869,24,5304.9801,-2045.5507,-4364.4785,-3.044491,3.940523,-5.541256,796.6888956363573,7.449977518096682,0.0010393834925832481
COSMOS 1192,11875,1,-1481.2551,7610.985,1221.2536,-1.743671,-1.413949,6.748078,1478.3738410789156,7.111694384949763,0.000906020598449703
COSMOS 1192,11875,6,2351.329,-4502.1313,-5895.4437,0.405756,5.757914,-4.252202,1410.657325309974,7.1693398170079785,0.0009213127123562198
COSMOS 1192,11875,12,1827.3897,2074.4309,-7299.8381,-1.387549,6.833309,1.558949,1434.7833021902743,7.1449091037943235,0.0009153353132144327
COSMOS 1192,11875,24,-1792.6574,6941.7355,3198.1073,-1.383929,-3.212324,6.189728,1479.4269061018776,7.109642583984162,0.0009056377021303226
COSMOS 1193,11876,1,6560.3512,240.5643,4304.3896,3.603287,2.475102,-5.611415,1479.0859153492138,7.113212032337993,0.000906131742893359
COSMOS 1193,11876,6,-7514.9856,-1922.7058,803.9481,1.169468,-1.746138,6.847173,1427.598509287076,7.162431948018564,0.0009184255272904582
COSMOS 1193,11876,12,-3949.5307,-2677.1123,6188.3795,5.97586,0.15883,3.910493,1443.2027010485226,7.143394516023108,0.0009141552618112396
COSMOS 1193,11876,24,7065.267,463.2702,3392.7756,2.783907,2.358074,-6.106011,1480.3402251750877,7.112947455608399,0.0009059532833389319
COSMOS 1194,11877,1,-2063.0163,-687.5422,-7550.6755,1.625122,-6.914711,0.192253,1486.5728464422637,7.105716779074015,0.0009043144642675922
COSMOS 1194,11877,6,463.4952,5384.3829,5646.2808,-2.428337,4.978371,-4.516219,1444.810507342415,7.146833736359829,0.0009144072428119734
COSMOS 1194,11877,12,-1596.3836,7672.3444,198.2797,-1.962106,-0.205826,-6.851138,1468.1724072118996,7.12953828747388,0.0009094758881581468
COSMOS 1194,11877,24,-2057.7036,-735.5326,-7547.3139,1.493307,-6.94178,0.276745,1486.295935386991,7.105973765760326,0.0009043790413642272
COSMOS 1195,11878,1,-7627.6526,-1598.9151,747.5059,-0.240736,-2.067603,-6.832658,1458.2003904504563,7.142699162940366,0.0009123152821139386
COSMOS 1195,11878,6,6243.9189,2624.3652,3967.5289,-4.035651,0.767948,5.818179,1478.5287441402152,7.12231914481133,0.0009073562728371742
COSMOS 1195,11878,12,1270.8512,2444.3631,7337.0103,-6.870598,-1.108079,1.544777,1466.199364536361,7.1287651053723184,0.000909606196523501
COSMOS 1195,11878,24,-7569.4492,-1149.3088,1633.7479,-1.116244,-2.202135,-6.702769,1457.5761227628418,7.143004374429712,0.00091242701896457
COSMOS 1196,11879,1,-186.8137,-5479.913,5616.3688,2.647554,-4.782902,-4.569405,1478.0728333791203,7.124967072102509,0.0009077463317454177
COSMOS 1196,11879,6,-1522.1192,7532.7816,-1599.727,-2.239944,0.966505,6.697461,1478.7625420668746,7.127935527534041,0.0009080447324789046
COSMOS 1196,11879,12,-2763.4014,6232.4906,3884.5275,-0.707008,-3.978956,5.873132,1475.6477093639533,7.129209679299944,0.0009085675747608956
COSMOS 1196,11879,24,-996.1938,-3973.5726,6693.2312,2.39084,-5.924248,-3.154526,1476.357847790723,7.124876458983692,0.0009079331664465344
COSMOS 1197,11880,1,202.9359,-2262.822,7512.6763,6.567203,2.696869,0.624578,1477.6847032973938,7.126805408067067,0.0009080254434316809
COSMOS 1197,11880,6,-4264.9059,213.1819,-6615.9104,-5.31874,-3.346808,3.315625,1503.3342118029623,7.105173334767351,0.0009023205192532082
COSMOS 1197,11880,12,-7093.4763,-2226.6354,-2593.6997,-1.511909,-2.646679,6.423351,1503.1722966274328,7.109867553092885,0.0009029352273810537
COSMOS 1197,11880,24,-2680.7043,-3177.3282,6663.3932,6.166033,1.560713,3.207905,1482.8142944915608,7.123653733477154,0.0009070310891452424
COSMOS 1198,11881,1,3163.7942,-2113.2507,6895.1627,-1.998006,6.208268,2.826928,1504.194659211632,7.108174270024899,0.0009026029930206808
COSMOS 1198,11881,6,-1493.9084,-1883.4588,-7481.597,3.193933,-6.294743,0.950301,1487.337803206031,7.122364034163025,0.00090634485466599
COSMOS 1198,11881,12,1032.5664,-5852.5618,-5142.9886,3.310277,-3.82948,5.014408,1488.3259719239386,7.125106208162304,0.0009065798051404783
