satellite_name,norad_id,horizon_h,future_x_km,future_y_km,future_z_km,vel_x_km_s,vel_y_km_s,vel_z_km_s,altitude_km,velocity_mag_km_s,sgp4_risk_score
COSMOS 1018,10935,24,-3857.0441,-1567.1726,6618.141,-3.403926,-5.371396,-3.264576,1447.734516749918,7.148151065979789,0.000914233761316035
COSMOS 1019,10936,1,-507.9292,-2583.1144,-7399.4408,4.99507,-4.867571,1.384619,1482.8013871248768,7.110635802802869,0.0009053750473572815
COSMOS 1019,10936,6,-3106.1174,5435.665,4716.9788,-4.144252,2.302399,-5.32346,1467.6419930021802,7.128470534855635,0.0009094012127635707
COSMOS 1019,10936,12,-5417.039,5613.228,-1001.8039,-0.827669,-1.980664,-6.775344,1493.8745165806813,7.107274595285664,0.0009036729804527905
COSMOS 1019,10936,24,-705.4729,-2427.1085,-7436.0056,4.870702,-5.037044,1.210041,1482.8351756729671,7.1105379158275355,0.0009053586886890912
COSMOS 1020,10937,1,-6641.6453,-3948.9672,1299.9569,1.969734,-1.142191,6.755924,1464.539686552901,7.129303009762807,0.0009098675132738955
COSMOS 1020,10937,6,3688.9998,3789.4773,-5729.8315,-5.444569,-1.42792,-4.425584,1426.4243664178994,7.1601732425421805,0.0009182741513184476
COSMOS 1020,10937,12,-2051.3675,1324.8294,-7400.6059,-6.144386,-3.521659,1.062683,1422.089839484427,7.161344607527695,0.0009189352047815573
COSMOS 1020,10937,24,-6431.4294,-3926.6205,2163.5836,2.650223,-0.770905,6.56872,1468.8167499242973,7.125030449559777,0.0009088261469413271
COSMOS 1023,10961,1,3811.0299,-407.3881,6026.961,5.799738,3.221036,-3.428997,771.4206581688131,7.467935069880361,0.001045574802618109
COSMOS 1023,10961,6,3587.0974,-551.8433,6150.9596,5.972282,3.162012,-3.179323,770.8556962230632,7.468237202579802,0.0010456998181200083
COSMOS 1023,10961,12,-6116.3609,-1129.5337,-3508.9608,-2.990254,-2.94551,6.183641,770.325012518414,7.473624566533764,0.001046531918577133
COSMOS 1023,10961,24,-5082.4908,-2950.3014,4040.9132,4.710305,-0.145874,5.812217,760.9682117113252,7.482654533786122,0.001049171043906076
SEASAT 1,10967,1,-1084.9819,1917.629,6760.8611,6.708298,3.315899,0.135594,739.8177812725471,7.484305844087413,0.0010525239254194512
SEASAT 1,10967,6,-622.6678,2142.7198,6751.6469,6.750385,3.208021,-0.395122,739.8156489075491,7.484331485146151,0.0010525278469701272
SEASAT 1,10967,12,-3716.1524,-3657.0642,-4850.458,-5.50506,-0.987755,4.963379,750.15510522776,7.47773205198381,0.001050072908325544
SEASAT 1,10967,24,-5664.5694,-1526.1584,4025.5779,3.067227,3.732462,5.718114,743.8986906543751,7.485718520487462,0.0010521187786299993
COSMOS 1027,10991,1,2518.189,5871.435,3676.0945,-2.391846,-2.933253,6.295993,999.8001988845317,7.346048482400181,0.0009966419227469907
COSMOS 1027,10991,6,3484.6968,6107.7705,-2222.3371,0.267619,2.379442,6.942197,1003.7375854763059,7.343532075733993,0.000995768593881392
COSMOS 1027,10991,12,-3135.069,-4745.2946,4639.258,-1.557833,-4.481392,-5.64757,968.5635610105701,7.375958569464243,0.0010049587428668117
COSMOS 1027,10991,24,-1210.5195,-364.0613,7238.9673,-3.333127,-6.501796,-0.902099,977.5063557506182,7.361852309680357,0.0010018161451162513
COSMOS 1034,11042,1,-1609.6421,7643.7887,-158.2814,-1.901584,-0.515283,-6.87593,1442.0343901666056,7.152618516602503,0.0009154725500254685
COSMOS 1034,11042,6,2528.9391,-5621.835,4821.7391,0.571612,4.804867,5.247184,1455.220651579063,7.137676589485475,0.000912020872813666
COSMOS 1034,11042,12,2168.6974,82.2606,7492.3527,-1.281059,7.036192,0.274269,1429.3438514129884,7.157117681490642,0.000917538741602291
COSMOS 1034,11042,24,-1514.4704,7654.2439,-434.3505,-1.862942,-0.729837,-6.865458,1443.7124470458684,7.151064850195179,0.0009150771571765814
COSMOS 1035,11044,1,5188.5572,1028.2106,-5795.8821,-5.287275,1.911045,-4.357423,1475.693072417488,7.1129814507405404,0.0009064941606731027
COSMOS 1035,11044,6,79.5409,-2176.8522,7507.4022,7.082824,-0.832769,-0.279859,1446.0390844604644,7.1371017284481795,0.0009130185548945333
COSMOS 1035,11044,12,5967.7905,-2141.2772,4626.0454,4.547701,0.940736,-5.387533,1477.5595838976242,7.11281100783551,0.0009062568655818576
COSMOS 1035,11044,24,4051.2004,1309.4288,-6582.992,-6.028609,1.840928,-3.306515,1468.8094450881654,7.118018250980395,0.0009079325589271828
COSMOS 1036,11045,1,-6289.2543,-3614.0799,-2947.2141,3.287726,-0.554412,-6.314727,1458.5826277580918,7.140888740300398,0.0009120395147225245
COSMOS 1036,11045,6,2775.7969,3224.9679,6600.0874,-6.100063,-1.550396,3.318863,1481.809692951866,7.115430273255019,0.0009060999249276769
COSMOS 1036,11045,12,-2818.0284,1072.6763,7244.7267,-6.098981,-3.132223,-1.917812,1476.1640396694365,7.119437690396202,0.0009072625032948986
COSMOS 1036,11045,24,-6709.3723,-3381.6557,-2204.6236,2.648004,-0.956022,-6.562433,1459.1747841939477,7.140828392279778,0.0009119628346859269
COSMOS 1037,11046,1,-3686.05,6170.5524,-3149.4433,-3.232289,1.237008,6.232745,1476.3992267222293,7.129164832335553,0.0009084748496112036
COSMOS 1037,11046,6,5063.342,-5818.4125,-1526.3187,0.638641,2.304693,-6.702391,1491.633464882484,7.116285355999365,0.0009050765736166394
COSMOS 1037,11046,12,4165.5415,-2533.1659,-6170.2291,-2.633991,5.295267,-3.94779,1492.8662635901856,7.1107529188877034,0.0009042311606710038
COSMOS 1037,11046,24,-2556.99,5694.6826,-4759.8725,-3.905449,2.68087,5.322402,1479.0951580919718,7.125135710855268,0.0009076495975352087
COSMOS 1038,11047,1,-4673.1215,-4164.7351,-4762.9615,-1.383543,-4.526974,5.312819,1494.677673119877,7.1157382298877465,0.0009046567283331518
COSMOS 1038,11047,6,4748.9462,6228.6615,638.0373,-1.22379,1.636245,-6.825733,1487.4862211667705,7.124997589572504,0.0009066628596206454
COSMOS 1038,11047,12,2730.8123,5869.8985,-4458.0196,-3.760811,-2.447097,-5.529357,1489.4696406841813,7.120798546411701,0.0009058998853651067
COSMOS 1038,11047,24,-3749.0686,-1803.4035,-6674.1893,-3.044339,-5.570231,3.211433,1493.6412736724806,7.11398448506679,0.0009045529525779422
COSMOS 1039,11048,1,3409.3646,3929.8449,-5922.1965,-5.435076,-1.740707,-4.246893,1511.883945511402,7.1138043365750505,0.0009024367713323658
COSMOS 1039,11048,6,-91.5345,-2526.0095,7501.978,6.221262,3.175889,1.162963,1545.3613151033278,7.0811619634304375,0.0008944970652009725
COSMOS 1039,11048,12,3776.833,-156.5415,6963.8271,5.247039,3.866436,-2.753773,1552.6267346339373,7.075592649746451,0.0008929739987396485
COSMOS 1039,11048,24,6907.7757,3849.2226,-158.8709,-1.090396,1.625286,-6.818831,1538.4323253143812,7.094150704994433,0.0008969228654108823
COSMOS 1040,11049,1,-2157.8119,422.2118,7554.7397,-0.179486,-7.109274,0.323542,1497.1959135876214,7.11889538180159,0.0009047684450139248
COSMOS 1040,11049,6,1983.4335,3678.9278,-6708.9849,-0.805241,6.27891,3.188083,1533.365666830141,7.08780622414792,0.0008966951331580181
COSMOS 1040,11049,12,1108.9027,7097.5242,-3310.2828,-1.684011,3.123741,6.134689,1538.6451996046426,7.0871757428416435,0.0008960168963325802
COSMOS 1040,11049,24,-1394.7187,5459.6874,5518.5763,-1.510485,-5.140439,4.66642,1516.2118734550377,7.1050090544872635,0.0009008264477336621
COSMOS 1041,11050,1,7625.5982,-1792.3936,618.3836,-0.085655,2.03973,6.832099,1486.787284084061,7.130596889302185,0.0009074560854739859
COSMOS 1041,11050,6,-6421.6933,342.4742,-4573.1604,3.740081,-2.597679,-5.444756,1520.085442514147,7.097993376521141,0.0008994951870980728
COSMOS 1041,11050,12,-2452.6662,-1513.2972,-7340.8313,6.510608,-2.26208,-1.697313,1515.282018746855,7.098302182637268,0.0009000822143772638
COSMOS 1041,11050,24,6452.5744,-2856.377,-3474.0614,3.610226,0.788595,6.088654,1494.3485977821938,7.122311519220218,0.0009055303055771118
TIROS N,11060,1,2488.5195,-1374.4193,6608.0913,4.219754,-5.497714,-2.720179,822.6519476013318,7.445170034213658,0.0010349638943396744
TIROS N,11060,6,1256.9432,160.5752,7078.7952,4.786942,-5.658803,-0.715506,820.3164362600755,7.446396037024152,0.0010354705015451571
TIROS N,11060,12,-2530.4158,1389.4743,-6615.7775,-4.22623,5.435342,2.765982,847.1822421407715,7.419879991899331,0.0010279430115495032
TIROS N,11060,24,-4403.8264,4025.938,-4052.002,-2.133474,3.740084,6.055982,841.5296497958989,7.430670065347809,0.0010302446473212188
NIMBUS 7,11080,1,2775.42,-1567.0737,6581.5368,-6.733581,0.596118,2.974439,941.6809589497288,7.385374541497946,0.0010099407567424707
NIMBUS 7,11080,6,6551.2276,-1532.7873,2885.8225,-3.102192,-0.632329,6.66974,949.9283206127147,7.383012043651629,0.001008480307458292
NIMBUS 7,11080,12,-7120.1253,1302.0146,-1176.1958,1.355485,1.001761,-7.176624,962.1345866723932,7.371892343470705,0.0010052852918953311
NIMBUS 7,11080,24,-6877.7834,589.5911,2452.7369,-2.32848,1.493269,-6.840355,954.8064718593532,7.378490898739796,0.0010071916214389254
COSMOS 1045,11084,1,967.7251,-469.67,-8019.8953,1.642141,6.807894,-0.200821,1720.7119573692253,7.006024325761223,0.0008658272022869953
COSMOS 1045,11084,6,-866.0732,859.7833,7962.2628,-1.703346,-6.806523,0.548186,1684.2429514559635,7.037801562692785,0.0008736920295396827
COSMOS 1045,11084,12,-744.9575,1324.8404,7910.6838,-1.76197,-6.745521,0.961092,1684.3759655189806,7.037775903991616,0.0008736744174470317
COSMOS 1045,11084,24,-488.4186,2237.4043,7723.4909,-1.859128,-6.55142,1.775237,1684.8576460155537,7.037679116225249,0.0008736101636187801
RADIO 1,11085,1,-1180.0779,-7967.6764,-597.1564,0.977066,0.359805,-6.948855,1705.697767729478,7.026428923529078,0.0008699630870927524
RADIO 1,11085,6,1263.7958,7978.1894,105.0387,-0.916717,0.036876,6.964864,1707.3487826948704,7.025030991814983,0.0008696122414104892
RADIO 1,11085,12,1346.9706,7956.4834,-396.3017,-0.844956,0.473263,6.956998,1708.4190960218675,7.024083547418054,0.0008693797739588187
RADIO 1,11085,24,1496.4932,7818.6924,-1392.3867,-0.685457,1.337107,6.859462,1710.471615108284,7.022102630818066,0.000868913851988327
RADIO 2,11086,1,465.5201,-2787.6211,-7581.5987,1.564384,6.440049,-2.275843,1720.2408942331522,7.007209842905092,0.0008660241283755773
RADIO 2,11086,6,-361.2185,3164.4084,7400.5189,-1.602778,-6.331506,2.620848,1685.7759877006647,7.037450517369483,0.0008734822127502035
RADIO 2,11086,12,-241.741,3593.6032,7207.4637,-1.633983,-6.151268,3.002625,1686.2920796598246,7.037311655933536,0.0008734090295297633
RADIO 2,11086,24,5.5777,4410.1944,6744.6052,-1.675852,-5.725217,3.732595,1687.5076199253972,7.036963482711702,0.0008732340793861342
COSMOS 1048,11111,1,1354.8278,-4396.8007,-5469.1903,1.53145,5.874796,-4.349626,775.9893872026578,7.468454557938475,0.0010449791028529342
COSMOS 1048,11111,6,1217.0234,-4787.4546,-5164.7459,1.663537,5.528823,-4.738782,775.7102722004574,7.469356997708839,0.001045146187996934
COSMOS 1048,11111,12,-1853.344,1402.7284,6766.3252,-0.827952,-7.301078,1.275296,783.41735284276,7.457722464935525,0.001042394103829049
COSMOS 1048,11111,24,-1651.4815,-5525.9624,4219.843,1.254117,-4.700392,-5.670539,775.3785609009701,7.471379186861954,0.0010454776672116303
COSMOS 1051,11128,1,5212.0964,-5577.8665,1534.8354,2.422015,0.357128,-6.740269,1415.8005804571858,7.171117295161891,0.0009209324447269785
COSMOS 1051,11128,6,-5662.4938,4025.1846,3587.1442,1.292133,-3.63305,6.009848,1447.7947031949398,7.140513495211182,0.0009132499018414441
COSMOS 1051,11128,12,-2551.1976,-449.1189,7333.4968,4.781136,-5.183365,1.313631,1406.5633906894773,7.17301614231294,0.0009222703540931288
COSMOS 1051,11128,24,5517.1956,-5508.6636,13.8647,1.431255,1.356985,-6.885648,1425.4744709727884,7.162544767410114,0.0009186902097963802
COSMOS 1052,11129,1,2221.1163,-623.2124,7505.6909,4.068192,5.782204,-0.743173,1481.2065179147094,7.108894102067424,0.0009053371285954557
COSMOS 1052,11129,6,-4620.3546,-3660.3866,-5142.8986,-1.823375,-4.772922,4.98658,1451.7560808887993,7.139430012620686,0.0009126489358478789
COSMOS 1052,11129,12,-4617.2795,-6317.9182,622.8402,1.89342,-0.739795,6.821381,1479.0503360008806,7.117834971786435,0.0009067247555271773
COSMOS 1052,11129,24,2514.4899,-246.6632,7432.4633,4.051955,5.718389,-1.202662,1479.1600555200885,7.1108865807007495,0.000905826955171507
COSMOS 1053,11130,1,-5063.5556,1012.6955,-5923.0594,4.201026,-3.878725,-4.226948,1486.9755755499746,7.110570755783604,0.0009048858306340484
COSMOS 1053,11130,6,1026.02,1900.1469,7529.261,-6.134204,3.635321,-0.054078,1461.818553247651,7.1307041669628255,0.0009103624855456771
COSMOS 1053,11130,12,-4112.6933,4220.685,5195.1659,-4.935446,1.323993,-4.94846,1485.091698650971,7.113286234544832,0.0009054484732868264
COSMOS 1053,11130,24,-5326.4575,1410.651,-5603.5871,3.805785,-3.896476,-4.570462,1487.834145749207,7.110249473699569,0.000904746091065614
COSMOS 1054,11131,1,-3533.7025,-6998.0908,13.6695,1.736851,-0.917431,-6.860027,1468.6756985720485,7.135706095173133,0.0009102042443506765
COSMOS 1054,11131,6,1764.7259,6236.2068,4407.6353,-3.3219,-3.014338,5.54855,1466.8429234262621,7.13496042671184,0.0009103219465379179
COSMOS 1054,11131,12,-1260.4527,2180.5623,7403.8182,-3.536861,-6.096418,1.180675,1449.4933918372317,7.146306152108934,0.00091379223714555
COSMOS 1054,11131,24,-3987.3745,-6576.8229,1494.3172,1.022292,-2.175151,-6.72303,1463.968969653326,7.139712542320244,0.0009112623891650403
COSMOS 1055,11132,1,-7004.8593,2629.6719,-2410.5776,-2.687329,-1.190501,6.485214,1489.9231315455472,7.120184717480158,0.0009057695385554862
COSMOS 1055,11132,6,7426.0981,-1442.5109,-2099.2777,-1.409511,2.348383,-6.582473,1479.779423035633,7.129556421653383,0.0009081335797989625
COSMOS 1055,11132,12,4489.6017,631.2689,-6406.3857,-5.537485,2.652897,-3.618771,1477.36298765001,7.127208862400133,0.0009081140708725288
COSMOS 1055,11132,24,-5552.7519,3041.2149,-4654.7439,-4.652325,-0.22644,5.38619,1487.0329921375887,7.1208458553268095,0.0009061868106753462
COSMOS 1056,11133,1,1223.3009,6939.9819,3500.2959,-1.628425,3.365494,-6.056158,1497.4105924783325,7.117258430436891,0.0009045357187181498
COSMOS 1056,11133,6,-97.9906,-7827.9452,652.3839,1.976658,0.560387,6.827802,1484.6943018978664,7.130223740524347,0.0009076503573721991
COSMOS 1056,11133,12,1288.2437,-5624.1187,5317.2538,1.602547,4.97216,4.860328,1475.2392874480847,7.135357049257801,0.0009093983484129133
COSMOS 1056,11133,24,2019.338,4355.4719,6220.4163,-0.791246,5.928681,-3.869541,1486.5721679943417,7.123810510040115,0.0009066172550163773
COSMOS 1057,11134,1,-1227.6865,-2361.3116,-7409.7108,6.929515,0.766016,-1.406976,1502.1709465890199,7.112280935962597,0.0009033565998009898
COSMOS 1057,11134,6,-2868.455,1604.0587,7150.2144,-6.528374,-1.725816,-2.245464,1498.345866464254,7.116193963420896,0.0009042929468568708
COSMOS 1057,11134,12,-6677.6277,143.6318,4148.7453,-3.601687,-2.232082,-5.729702,1491.78763277062,7.12627703008359,0.0009063295821932933
COSMOS 1057,11134,24,-5561.8333,-2286.0,-5070.0902,4.930646,-0.746313,-5.085879,1494.4688539924264,7.122809717655386,0.0009055798007565595
COSMOS 1058,11135,1,4136.6704,-3808.8669,-5549.4346,-1.533275,5.144248,-4.640663,1529.362867604812,7.095771472553072,0.0008981576658521673
COSMOS 1058,11135,6,-2727.4595,448.4289,7387.361,3.142759,-6.177663,1.559562,1516.5361391765719,7.104413269615866,0.0009007138787395197
COSMOS 1058,11135,12,-241.1516,-3583.5796,7039.576,3.951208,-5.310095,-2.544846,1531.8999173401362,7.091219551812297,0.0008972933512991994
COSMOS 1058,11135,24,3983.5017,-6833.1525,-270.0449,1.565582,1.190448,-6.808743,1543.1129086066967,7.087114693546098,0.0008955033590484629
COSMOS 1066,11165,1,3487.0565,-2127.5915,5994.7719,-3.974789,4.770273,4.020335,883.2055911101743,7.397130903348609,0.0010197024071682756
COSMOS 1066,11165,6,4654.3194,-3703.3558,4142.81,-2.386024,3.655483,5.983157,877.4762505446624,7.4063374334764145,0.0010217785335117694
COSMOS 1066,11165,12,-4167.369,3060.6715,-5027.3083,3.162927,-4.285244,-5.198606,840.6921146373224,7.4426425206441955,0.0010320244406355232
COSMOS 1066,11165,24,-2820.3982,1438.9245,-6472.0953,4.41953,-5.154198,-3.057997,834.0792705941531,7.446431903677962,0.0010334975680377082
COSMOS 1067,11168,1,106.7228,-3032.9443,6916.5073,1.990138,6.401373,2.799304,1182.0268180310086,7.264594168196115,0.0009618123095834466
COSMOS 1067,11168,6,-2083.3069,-6601.6361,-2989.5456,0.066409,-3.014797,6.628692,1169.5006286645312,7.2823738394395825,0.0009657679507055933
COSMOS 1067,11168,12,711.0639,-925.951,7469.9807,1.907756,6.965134,0.706013,1189.6619275468665,7.256106321551593,0.0009597183938504589
COSMOS 1067,11168,24,-1726.1412,-3326.9608,-6552.4764,-1.220876,-6.245699,3.51363,1177.720327289324,7.269449083863027,0.0009630041607957436
COSMOS 1072,11238,1,1348.6009,5647.085,-4530.1557,-2.147968,-4.057387,-5.747125,993.1431308026804,7.355650995147744,0.0009988468263715006
COSMOS 1072,11238,6,2528.7343,6730.5762,1474.0719,-0.341375,1.724308,-7.1711,968.4850712003317,7.383390154900999,0.0010059820386954595
COSMOS 1072,11238,12,-2485.0604,-5474.1434,-4308.0669,-0.732306,-4.292326,5.889293,1025.0267421290018,7.324213719421423,0.0009902903240873212
COSMOS 1072,11238,24,-1151.5876,-539.3378,-7281.5641,-2.349124,-6.881723,0.864252,1020.7667039342768,7.322801822773098,0.0009906700408815023
METEOR 2-4,11288,1,5492.1622,1043.0738,4555.0475,4.269454,2.302621,-5.646026,840.1237897162409,7.443649005725148,0.0010322453507649544
METEOR 2-4,11288,6,3599.2843,141.472,6241.1565,6.051034,2.51413,-3.535667,835.0319355733318,7.445589517354889,0.0010332440355418015
METEOR 2-4,11288,12,-4601.6813,-549.9727,-5579.5048,-5.272354,-2.410561,4.596863,882.1934050277478,7.398626256056323,0.0010200508717894885
METEOR 2-4,11288,24,-6137.3953,-1294.9196,-3632.7778,-3.29149,-2.029396,6.317038,877.5524336310827,7.4065730022973515,0.0010218002932465661
COSMOS 1081,11296,1,1753.8348,1573.7597,-7469.5036,-2.30559,6.683906,0.840642,1461.3776804651143,7.12018424179459,0.0009090705954531763
COSMOS 1081,11296,6,374.6474,-6059.9781,4865.3892,2.782339,-4.030327,-5.239107,1409.469607567593,7.171693537463728,0.0009217558706852675
COSMOS 1081,11296,12,2560.3901,-7215.7416,-1432.3988,1.472872,1.844674,-6.766354,1418.370361228821,7.166290570998081,0.0009200089658938177
COSMOS 1081,11296,24,1061.0749,3528.866,-6920.0018,-2.521023,6.083033,2.693321,1468.9744962193117,7.1142691440975865,0.0009074352407049686
COSMOS 1082,11297,1,-6300.6909,-2100.0757,-4111.9648,-2.654709,-3.322011,5.746344,1440.3557260895714,7.14868563619481,0.0009151658030780146
COSMOS 1082,11297,6,6699.6622,3931.6673,-967.9852,-1.743163,1.269068,-6.801755,1457.184764006095,7.1353361457760345,0.000911493067790662
COSMOS 1082,11297,12,2963.5229,3609.193,-6265.4051,-5.772752,-1.848848,-3.779074,1443.3485433642782,7.143129907686405,0.0009141043387106334
COSMOS 1082,11297,24,-6706.9164,-2447.0718,-3174.5182,-1.873906,-2.973267,6.223998,1442.350996408356,7.147726313599941,0.0009148093202117261
COSMOS 1083,11298,1,-880.5515,4187.1006,6551.3099,-4.579265,4.322871,-3.359915,1453.7583850564115,7.137640396523981,0.0009121866829978193
COSMOS 1083,11298,6,3797.5942,-6247.509,-2803.3515,3.058188,-0.9845,6.373089,1459.1896557814543,7.137087465855032,0.0009114833458197699
COSMOS 1083,11298,12,5012.7764,-5074.0228,3204.7475,-0.435999,3.506959,6.211647,1448.465528415164,7.1465666587733585,0.0009139456696628999
COSMOS 1083,11298,24,-793.4552,4212.3317,6546.6255,-4.480515,4.418752,-3.367741,1454.0632548550157,7.137370898714035,0.0009121167032465449
COSMOS 1084,11299,1,-5676.0701,-5286.2473,-1157.588,2.087136,-0.764668,-6.775588,1471.333343757794,7.130879789932235,0.0009092803732460761
COSMOS 1084,11299,6,3133.7178,4691.8741,5440.997,-4.809428,-2.294974,4.73862,1467.259894536328,7.131060429715905,0.0009097759612036624
COSMOS 1084,11299,12,-1523.3623,1535.5096,7529.7314,-5.439248,-4.609153,-0.161694,1463.2375113918652,7.131329128048221,0.0009102773713049246
COSMOS 1084,11299,24,-6033.0745,-5004.8845,-208.786,1.38848,-1.396343,-6.854475,1470.5845576443598,7.131723354819226,0.0009094747754606399
COSMOS 1085,11300,1,-2381.3566,-1099.8687,-7417.8901,-0.978163,-6.918177,1.321558,1497.0152484143837,7.110871353446214,0.0009037693915094083
COSMOS 1085,11300,6,2599.7702,5087.6513,5381.2818,-0.342859,5.252183,-4.812159,1477.6428542908598,7.131609411672165,0.0009086423658293113
COSMOS 1085,11300,12,1773.3118,7615.3635,646.4017,-1.78963,0.998203,-6.837264,1474.7779177666243,7.137742204073008,0.0009097558303185867
COSMOS 1085,11300,24,-1646.5337,2291.1043,-7336.4814,-1.946623,-6.643585,-1.655074,1489.2920728978088,7.1179935868073105,0.0009055634982509194
COSMOS 1086,11301,1,-2661.3639,-863.3336,7320.3291,5.736131,-3.921076,1.618988,1465.7991454049006,7.13436458215313,0.0009103671600842746
COSMOS 1086,11301,6,-1486.7335,3225.8206,-7017.5162,-6.038706,2.752481,2.549084,1494.2290914295081,7.109145592042198,0.0009038701237308917
COSMOS 1086,11301,12,-5587.9882,4465.4194,-3255.857,-3.531756,0.068573,6.18128,1488.1467314005913,7.119425899485505,0.0009058777171115039
COSMOS 1086,11301,24,-4313.2552,475.58,6527.9125,4.740066,-4.090155,3.420156,1467.6215857370798,7.134077422674707,0.0009101188703452224
COSMOS 1087,11302,1,-5473.2342,-1606.865,-5437.7898,5.129976,-1.308221,-4.741492,1509.8543727985907,7.107027672063829,0.0009018092881647848
COSMOS 1087,11302,6,1571.947,2130.9495,7421.212,-6.957985,0.36659,1.391024,1508.4892405093906,7.105131332839738,0.0009017248600723272
COSMOS 1087,11302,12,-3518.7776,1948.2165,6791.9919,-6.356463,-0.858138,-3.029412,1522.5731642140126,7.093543526556879,0.0008986479733558288
COSMOS 1087,11302,24,-7712.6496,-371.4498,-1639.554,1.525109,-1.923707,-6.660681,1522.7365122745387,7.098681389349082,0.0008992802557205744
COSMOS 1088,11303,1,-1506.8759,6313.8299,-4519.5375,-3.189998,3.132251,5.499555,1538.5728201996517,7.08746702038394,0.0008960619216102039
COSMOS 1088,11303,6,3090.2331,-7221.0832,709.8332,2.0639,0.167499,-6.802451,1515.535764547073,7.1106313877462375,0.0009016165779290806
COSMOS 1088,11303,12,3815.9037,-5775.252,-3835.5981,0.077478,3.924034,-5.897926,1542.688741408857,7.084460231740736,0.0008952159306785555
COSMOS 1088,11303,24,1351.4024,2252.4499,-7481.1733,-3.127698,6.198133,1.314091,1557.9200363838117,7.0658462070139905,0.0008911486273780801
COSMOS 1089,11308,1,-4601.0289,-947.0911,-5684.9828,-5.163293,-2.5014,4.580312,1003.6510376173228,7.341379610209038,0.0009954884065376693
COSMOS 1089,11308,6,877.8725,1264.9484,-7199.0148,-6.854229,-2.336716,-1.2631,990.8318828629772,7.3509263674109135,0.0009985186410630417
COSMOS 1089,11308,12,-3535.8286,-2079.1342,6114.1974,5.962552,1.63414,3.979617,991.6281147667887,7.352536389504849,0.000998629331115923
COSMOS 1089,11308,24,-6760.2306,-2581.0278,1428.8553,1.655489,-0.347036,7.147707,1004.9100955670056,7.345120364722827,0.0009958256363695806
COSMOS 1091,11320,1,-6419.1911,580.9517,-3520.2148,-3.574257,-0.715402,6.412496,973.0745839207775,7.376124868362045,0.0010043641011641465
COSMOS 1091,11320,6,-1450.9915,924.5568,-7150.6233,-7.20847,-0.002846,1.481086,983.6988509388602,7.359053171435304,0.0010005920460626186
COSMOS 1091,11320,12,-1441.024,-849.2146,7165.3103,7.206668,-0.380812,1.423503,986.9472205714583,7.355776113543492,0.0009997049303341159
COSMOS 1091,11320,24,-6226.9635,-266.4009,3889.3451,3.896017,-0.904273,6.194028,975.6352282352409,7.373102534727291,0.0010036026433421288
COSMOS 1092,11326,1,-856.5686,-1571.2996,7149.7878,0.322682,-7.171868,-1.538476,999.3566931658715,7.342119767827545,0.0009961688522667417
COSMOS 1092,11326,6,-797.002,4370.3798,5878.9376,-0.44376,-5.910689,4.340326,997.6728173359552,7.34653640694695,0.0009969958755209046
COSMOS 1092,11326,12,539.1981,-6323.1153,-3714.2674,0.730227,3.770283,-6.285124,982.1152586397329,7.36553114629176,0.0010016885207446515
COSMOS 1092,11326,24,-185.7845,-7124.8444,1848.5746,0.885276,-1.845062,-7.066923,992.0938915931774,7.357266344774328,0.0009992085464473701
COSMOS 1104,11378,1,-1954.6159,4325.3156,5586.6957,0.996878,-5.609245,4.698092,959.7603425930283,7.384406791162916,0.0010073179924131733
COSMOS 1104,11378,6,-2012.8546,7052.3351,155.3932,-0.825518,-0.412485,7.326878,964.6091124077366,7.384765742420879,0.0010067010972449441
COSMOS 1104,11378,12,1550.8546,-6738.8831,2564.8211,1.510361,-2.273624,-6.817781,1004.3645808740857,7.34388822134828,0.0009957322300232546
COSMOS 1104,11378,24,23.7842,-3209.0652,6616.3645,2.119978,-6.350953,-3.05503,982.5667769376332,7.3594917643539075,0.001000805729735787
OPS 5390,11389,1,-2358.6823,-2426.0569,-6330.8022,2.642199,6.116674,-3.319983,807.3139224957094,7.444273201472794,0.0010370503828404064
OPS 5390,11389,6,-2701.3668,-3290.9062,-5780.5251,2.226593,5.680337,-4.265789,808.2699236810067,7.444521516775876,0.0010369468756453815
OPS 5390,11389,12,1493.4214,583.9582,6986.6758,-3.195387,-6.617786,1.241599,797.3298885884742,7.452996558322431,0.001039711714466033
OPS 5390,11389,24,-1428.0204,-4621.3401,5300.5911,-3.169361,-4.642457,-4.887922,804.8130265554846,7.449096429987599,0.0010380839637851177
NOAA 6,11416,1,-1296.5982,2559.5556,6535.3711,5.346891,-4.420584,2.784488,766.4762469972411,7.475572198105039,0.0010473691175154573
NOAA 6,11416,6,-1663.0583,2844.3114,6332.0381,5.253818,-4.202831,3.258458,766.9672701141226,7.475556202012597,0.0010472948276622003
NOAA 6,11416,12,-1179.6845,-361.44,-7059.6163,-5.393587,5.089884,0.643059,795.6224050361361,7.443871622852318,0.0010386861762971288
NOAA 6,11416,24,-5172.7431,4114.6783,-2748.8667,-1.454087,2.694321,6.803083,787.4996211117723,7.460272981567028,0.0010421559511668156
COSMOS 1110,11425,1,-2827.9594,1784.8717,6310.4038,-6.866788,-0.865445,-2.820691,770.7307056877817,7.473825673806554,0.001046500628741754
COSMOS 1110,11425,6,-2259.1072,1862.7584,6513.0938,-7.093021,-0.660082,-2.261749,769.9960821625464,7.474099523833356,0.001046646635544706
